"","cntry_name","admin_name","cntry_code","geolevel2","amd1_code","adm1code","adm2code","adm2_2000","adm2_2001","adm2_2002","adm2_2003","adm2_2004","adm2_2005","adm2_2006","adm2_2007","adm2_2008","adm2_2009","adm2_2010","adm2_2011","adm2_2012","adm2_2013","adm2_2014","adm2_2012_b","adm2_2013_b","adm2_2014_b","adm2_2015","adm2_2016","adm2_2017","adm2_2018","adm2_2019","check_name"
"40","Mexico","Ixcateopan de Cuauhtemoc","484","484012037","012",12,37,"Ixcateopan de CuauhtÃ©moc","Ixcateopan de CuauhtÃ©moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de CuauhtÃ©moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauht,moc","Ixcateopan de CuauhtÃ©moc","Ixcateopan de CuauhtÃ©moc","Ixcateopan de Cuauht,moc","Ixcateopan de Cuauhtémoc","Ixcateopan de Cuauhtémoc","Ixcateopan de Cuauhtémoc","Ixcateopan de Cuauhtémoc","Ixcateopan de Cuauhtémoc","Ixcateopan de Cuauhtémoc","Ixcateopan de Cuauhtémoc",18
"41","Mexico","Jose Azueta","484","484012038","012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Mexico","Union de Isidoro Montes de Oca","484","484012038","012",12,68,"La UniÃ³n de Isidoro Montes de Oca","La UniÃ³n de Isidoro Montes de Oca","La UniÃ³n de Isidoro Montes de Oca","La UniÃ³n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÃ³n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÂ¢n de Isidoro Montes de Oca","La UniÃ³n de Isidoro Montes de Oca","La UniÃ³n de Isidoro Montes de Oca","La Uni¢n de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca","La Unión de Isidoro Montes de Oca",16
"43","Mexico","Juan R. Escudero","484","484012039","012",12,39,"Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero","Juan R. Escudero",0
"44","Mexico","Leonardo Bravo","484","484012040","012",12,40,"Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo","Leonardo Bravo",0
"45","Mexico","Malinaltepec","484","484012041","012",12,41,"Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec","Malinaltepec",0
"46","Mexico","Iliatenco","484","484012041","012",12,81,"Iliatenco","Iliatenco",NA,NA,NA,"Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco","Iliatenco",0
"47","Mexico","Martir de Cuilapan","484","484012042","012",12,42,"MÃ¡rtir de Cuilapan","MÃ¡rtir de Cuilapan","MÃ¡rtir de Cuilapan","MÃ¡rtir de Cuilapan","MÂ rtir de Cuilapan","MÂ rtir de Cuilapan","MÂ rtir de Cuilapan","MÂ rtir de Cuilapan","MÂ rtir de Cuilapan","MÃ¡rtir de Cuilapan","MÂ rtir de Cuilapan","MÂ rtir de Cuilapan","MÂ rtir de Cuilapan","MÃ¡rtir de Cuilapan","MÃ¡rtir de Cuilapan","M rtir de Cuilapan","Mártir de Cuilapan","Mártir de Cuilapan","Mártir de Cuilapan","Mártir de Cuilapan","Mártir de Cuilapan","Mártir de Cuilapan","Mártir de Cuilapan",16
"48","Mexico","Metlatonoc","484","484012043","012",12,43,"MetlatÃ³noc","MetlatÃ³noc","MetlatÃ³noc","MetlatÃ³noc","MetlatÂ¢noc","MetlatÂ¢noc","MetlatÂ¢noc","MetlatÂ¢noc","MetlatÂ¢noc","MetlatÃ³noc","MetlatÂ¢noc","MetlatÂ¢noc","MetlatÂ¢noc","MetlatÃ³noc","MetlatÃ³noc","Metlat¢noc","Metlatónoc","Metlatónoc","Metlatónoc","Metlatónoc","Metlatónoc","Metlatónoc","Metlatónoc",16
"49","Mexico","Cochoapa el Grande","484","484012043","012",12,78,"Cochoapa el Grande","Cochoapa el Grande",NA,NA,NA,"Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande","Cochoapa el Grande",0
"50","Mexico","Mochitlan","484","484012044","012",12,44,"MochitlÃ¡n","MochitlÃ¡n","MochitlÃ¡n","MochitlÃ¡n","MochitlÂ n","MochitlÂ n","MochitlÂ n","MochitlÂ n","MochitlÂ n","MochitlÃ¡n","MochitlÂ n","MochitlÂ n","MochitlÂ n","MochitlÃ¡n","MochitlÃ¡n","Mochitl n","Mochitlán","Mochitlán","Mochitlán","Mochitlán","Mochitlán","Mochitlán","Mochitlán",16
"51","Mexico","Olinala","484","484012045","012",12,45,"OlinalÃ¡","OlinalÃ¡","OlinalÃ¡","OlinalÃ¡","OlinalÂ ","OlinalÂ ","OlinalÂ ","OlinalÂ ","OlinalÂ ","OlinalÃ¡","OlinalÂ ","OlinalÂ ","OlinalÂ ","OlinalÃ¡","OlinalÃ¡","Olinal ","Olinalá","Olinalá","Olinalá","Olinalá","Olinalá","Olinalá","Olinalá",16
"52","Mexico","Ometepec","484","484012046","012",12,46,"Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec","Ometepec",0
"53","Mexico","Pedro Ascencio Alquisiras","484","484012047","012",12,47,"Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras","Pedro Ascencio Alquisiras",0
"54","Mexico","Petatlan","484","484012048","012",12,48,"PetatlÃ¡n","PetatlÃ¡n","PetatlÃ¡n","PetatlÃ¡n","PetatlÂ n","PetatlÂ n","PetatlÂ n","PetatlÂ n","PetatlÂ n","PetatlÃ¡n","PetatlÂ n","PetatlÂ n","PetatlÂ n","PetatlÃ¡n","PetatlÃ¡n","Petatl n","Petatlán","Petatlán","Petatlán","Petatlán","Petatlán","Petatlán","Petatlán",16
"55","Mexico","Pilcaya","484","484012049","012",12,49,"Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya","Pilcaya",0
"56","Mexico","Pungarabato","484","484012050","012",12,50,"Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato","Pungarabato",0
"57","Mexico","Quechultenango","484","484012051","012",12,51,"Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango","Quechultenango",0
"58","Mexico","San Luis Acatlan","484","484012052","012",12,52,"San Luis AcatlÃ¡n","San Luis AcatlÃ¡n","San Luis AcatlÃ¡n","San Luis AcatlÃ¡n","San Luis AcatlÂ n","San Luis AcatlÂ n","San Luis AcatlÂ n","San Luis AcatlÂ n","San Luis AcatlÂ n","San Luis AcatlÃ¡n","San Luis AcatlÂ n","San Luis AcatlÂ n","San Luis AcatlÂ n","San Luis AcatlÃ¡n","San Luis AcatlÃ¡n","San Luis Acatl n","San Luis Acatlán","San Luis Acatlán","San Luis Acatlán","San Luis Acatlán","San Luis Acatlán","San Luis Acatlán","San Luis Acatlán",16
"59","Mexico","San Marcos","484","484012053","012",12,53,"San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos","San Marcos",0
"60","Mexico","San Miguel Totolapan","484","484012054","012",12,54,"San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan","San Miguel Totolapan",0
"61","Mexico","Taxco de Alarcon","484","484012055","012",12,55,"Taxco de AlarcÃ³n","Taxco de AlarcÃ³n","Taxco de AlarcÃ³n","Taxco de AlarcÃ³n","Taxco de AlarcÂ¢n","Taxco de AlarcÂ¢n","Taxco de AlarcÂ¢n","Taxco de AlarcÂ¢n","Taxco de AlarcÂ¢n","Taxco de AlarcÃ³n","Taxco de AlarcÂ¢n","Taxco de AlarcÂ¢n","Taxco de AlarcÂ¢n","Taxco de AlarcÃ³n","Taxco de AlarcÃ³n","Taxco de Alarc¢n","Taxco de Alarcón","Taxco de Alarcón","Taxco de Alarcón","Taxco de Alarcón","Taxco de Alarcón","Taxco de Alarcón","Taxco de Alarcón",16
"62","Mexico","Tecoanapa","484","484012056","012",12,56,"Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa","Tecoanapa",0
"63","Mexico","Tecpan de Galeana","484","484012057","012",12,57,"TÃ©cpan de Galeana","TÃ©cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","TÃ©cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","T,cpan de Galeana","TÃ©cpan de Galeana","TÃ©cpan de Galeana","T,cpan de Galeana","Técpan de Galeana","Técpan de Galeana","Técpan de Galeana","Técpan de Galeana","Técpan de Galeana","Técpan de Galeana","Técpan de Galeana",18
"64","Mexico","Teloloapan","484","484012058","012",12,58,"Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan","Teloloapan",0
"65","Mexico","Tepecoacuilco de Trujano","484","484012059","012",12,59,"Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano","Tepecoacuilco de Trujano",0
"66","Mexico","Tetipac","484","484012060","012",12,60,"Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac","Tetipac",0
"67","Mexico","Tixtla de Guerrero","484","484012061","012",12,61,"Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero","Tixtla de Guerrero",0
"68","Mexico","Tlacoachistlahuaca","484","484012062","012",12,62,"Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca","Tlacoachistlahuaca",0
"69","Mexico","Tlacoapa","484","484012063","012",12,63,"Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa","Tlacoapa",0
"70","Mexico","Tlalchapa","484","484012064","012",12,64,"Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa","Tlalchapa",0
"71","Mexico","Tlalixtaquilla de Maldonado","484","484012065","012",12,65,"Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado","Tlalixtaquilla de Maldonado",0
"72","Mexico","Tlapa de Comonfort","484","484012066","012",12,66,"Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort","Tlapa de Comonfort",0
"73","Mexico","Tlapehuala","484","484012067","012",12,67,"Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala","Tlapehuala",0
"74","Mexico","Xalpatlahuac","484","484012068","012",12,69,"XalpatlÃ¡huac","XalpatlÃ¡huac","XalpatlÃ¡huac","XalpatlÃ¡huac","XalpatlÂ huac","XalpatlÂ huac","XalpatlÂ huac","XalpatlÂ huac","XalpatlÂ huac","XalpatlÃ¡huac","XalpatlÂ huac","XalpatlÂ huac","XalpatlÂ huac","XalpatlÃ¡huac","XalpatlÃ¡huac","Xalpatl huac","Xalpatláhuac","Xalpatláhuac","Xalpatláhuac","Xalpatláhuac","Xalpatláhuac","Xalpatláhuac","Xalpatláhuac",16
"75","Mexico","Xochihuehuetlan","484","484012069","012",12,70,"XochihuehuetlÃ¡n","XochihuehuetlÃ¡n","XochihuehuetlÃ¡n","XochihuehuetlÃ¡n","XochihuehuetlÂ n","XochihuehuetlÂ n","XochihuehuetlÂ n","XochihuehuetlÂ n","XochihuehuetlÂ n","XochihuehuetlÃ¡n","XochihuehuetlÂ n","XochihuehuetlÂ n","XochihuehuetlÂ n","XochihuehuetlÃ¡n","XochihuehuetlÃ¡n","Xochihuehuetl n","Xochihuehuetlán","Xochihuehuetlán","Xochihuehuetlán","Xochihuehuetlán","Xochihuehuetlán","Xochihuehuetlán","Xochihuehuetlán",16
"76","Mexico","Xochistlahuaca","484","484012070","012",12,71,"Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca","Xochistlahuaca",0
"77","Mexico","Zapotitlan Tablas","484","484012071","012",12,72,"ZapotitlÃ¡n Tablas","ZapotitlÃ¡n Tablas","ZapotitlÃ¡n Tablas","ZapotitlÃ¡n Tablas","ZapotitlÂ n Tablas","ZapotitlÂ n Tablas","ZapotitlÂ n Tablas","ZapotitlÂ n Tablas","ZapotitlÂ n Tablas","ZapotitlÃ¡n Tablas","ZapotitlÂ n Tablas","ZapotitlÂ n Tablas","ZapotitlÂ n Tablas","ZapotitlÃ¡n Tablas","ZapotitlÃ¡n Tablas","Zapotitl n Tablas","Zapotitlán Tablas","Zapotitlán Tablas","Zapotitlán Tablas","Zapotitlán Tablas","Zapotitlán Tablas","Zapotitlán Tablas","Zapotitlán Tablas",16
"78","Mexico","Acatepec","484","484012071","012",12,76,"Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec","Acatepec",0
"79","Mexico","Zirandaro","484","484012072","012",12,73,"ZirÃ¡ndaro","ZirÃ¡ndaro","ZirÃ¡ndaro","ZirÃ¡ndaro","ZirÂ ndaro","ZirÂ ndaro","ZirÂ ndaro","ZirÂ ndaro","ZirÂ ndaro","ZirÃ¡ndaro","ZirÂ ndaro","ZirÂ ndaro","ZirÂ ndaro","ZirÃ¡ndaro","ZirÃ¡ndaro","Zir ndaro","Zirándaro","Zirándaro","Zirándaro","Zirándaro","Zirándaro","Zirándaro","Zirándaro",16
"80","Mexico","Zitlala","484","484012073","012",12,74,"Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala","Zitlala",0
"81","Mexico","Eduardo Neri","484","484012074","012",12,75,"Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri","Eduardo Neri",0
"82","Mexico","Guerrero, municipality unknown","484","484012999","012",12,999,"Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado","Municipio no especificado",0
"83",NA,"State of Guerrero",NA,NA,NA,12,0,"Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero","Guerrero",0
"84",NA,"Zihuatanejo de Azueta",NA,NA,NA,12,38,"Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta","Zihuatanejo de Azueta",0
